"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","MAC"
"Gosaihat B.O","781125","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Jharobari Block","Kamrup","ASSAM","MAC"
"Halda B.O","781121","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Halogaon B.O","781103","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Jambari B.O","781141","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bongaon","Kamrup","ASSAM","MAC"
"Japia B.O","781382","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Kalajalchowk B.O","781380","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Kamalpur Block","Kamrup","ASSAM","MAC"
"Kendua B.O","781121","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Khetri Hardia B.O","781102","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Kholabandha B.O","781127","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Mandia","Kamrup","ASSAM","MAC"
"Kulsirange B.O","781125","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Jharobari Block","Kamrup","ASSAM","MAC"
"Lachitnagar S.O","781007","S.O","Non-Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Satpakhali B.O","781132","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rampur","Kamrup","ASSAM","MAC"
"Sawkuchi S.O","781040","S.O","Delivery","Guwahati","Guwahati HQ","Assam","NA","Kamrup","ASSAM","MAC"
"Silkijhar B.O","781366","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Goreswar Block","Kamrup","ASSAM","MAC"
"Singra S.O","781135","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Boko","Kamrup","ASSAM","MAC"
"Suagpur B.O","781364","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Goreswar Block","Kamrup","ASSAM","MAC"
"Sutargaon B.O","781381","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Tarani B.O","781354","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Tetelia B.O","781104","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Tinali B.O","781365","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Topatali B.O","782403","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Amranga B.O","781014","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Palashbari Circle","Kamrup","ASSAM","MAC"
"Bakalipara B.O","781124","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chhaygaonpantan","Kamrup","ASSAM","MAC"
"Balapukhuri B.O","781124","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chhaygaonpantan","Kamrup","ASSAM","MAC"
"Balikuchi B.O","781381","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Baruajani B.O","781380","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Kamalpur Block","Kamrup","ASSAM","MAC"
"Batahidia B.O","781137","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Pubchamaria ( Goroimari Block)","Kamrup","ASSAM","MAC"
"Batarhat B.O","781122","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rampur Block","Kamrup","ASSAM","MAC"
"Bhitarduar B.O","781137","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Goroimari Block","Kamrup","ASSAM","MAC"
"Boko Agchia B.O","781123","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Boko","Kamrup","ASSAM","MAC"
"Bondapara B.O","781135","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Boko","Kamrup","ASSAM","MAC"
"Chamatapathar B.O","782402","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Champaknagar B.O","781124","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chhaygaonpantan","Kamrup","ASSAM","MAC"
"Dhopguri B.O","782403","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Durungpahar B.O","782403","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Gamarimura B.O","781135","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Boko","Kamrup","ASSAM","MAC"
"Hekra B.O","781127","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chamaria","Kamrup","ASSAM","MAC"
"Jamlai B.O","781127","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chamaria","Kamrup","ASSAM","MAC"
"Jamtala B.O","781365","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Jharobari B.O","781122","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chaini ( Jharobari)","Kamrup","ASSAM","MAC"
"Kachari Solmari B.O","781354","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Kalitakuchi B.O","781102","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Kamakhya S.O","781010","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Khanapara S.O","781022","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Kinangaon B.O","781123","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bongaon","Kamrup","ASSAM","MAC"
"Kukurmara S.O","781134","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Dakhin Sarubanswar (rampur)","Kamrup","ASSAM","MAC"
"Kumarpara B.O","781009","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Madhyamkhanda B.O","781030","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Mahajanpara B.O","781366","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Goreswar Block","Kamrup","ASSAM","MAC"
"Malibaribazar B.O","781136","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chamaria","Kamrup","ASSAM","MAC"
"Narangi S.O","781026","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Pachim Dhuligaon B.O","781124","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chhaygaonpantan","Kamrup","ASSAM","MAC"
"Panbari B.O","782401","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Panikhaiti B.O","781137","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Dakhinsarubanswar ( R. Block)","Kamrup","ASSAM","MAC"
"Pingaleswar B.O","781381","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Ramdia B.O","781102","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Rongmahal B.O","781030","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Titkuri B.O","781354","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Tulsibari B.O","781376","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Ulubari S.O","781007","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Aggumi S.O","781137","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Dakhin Sarubanswar Mauza","Kamrup","ASSAM","MAC"
"Amtala B.O","781134","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Dakhin Sarubanswar (rampur)","Kamrup","ASSAM","MAC"
"Bagta B.O","781102","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Bamunimaidan S.O","781021","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Bardekpar B.O","781382","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Kamalpur Block","Kamrup","ASSAM","MAC"
"Barghuli B.O","781354","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Bhagawatipara B.O","781132","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rampur","Kamrup","ASSAM","MAC"
"Bongra B.O","781015","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Kamalpur Block","Kamrup","ASSAM","MAC"
"Borduar S.O","781120","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Jharobari Block","Kamrup","ASSAM","MAC"
"Darkuchi S.O","781376","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Deoduar B.O","781101","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Kamalpur Block","Kamrup","ASSAM","MAC"
"Digaru S.O","782401","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Dorakahara B.O","781101","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Kamalpur Block","Kamrup","ASSAM","MAC"
"Gandhinagar B.O","782403","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Sonapur Block","Kamrup","ASSAM","MAC"
"Hatipara B.O","781137","B.O","Delivery","Guwahati","Guwahati HQ","Assam","P. Chamaria ( Goroimari Block)","Kamrup","ASSAM","MAC"
"Jogiparapathar B.O","781136","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chamaria","Kamrup","ASSAM","MAC"
"Kahilipara S.O","781019","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Kaimari B.O","781124","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chhaygaonpantan","Kamrup","ASSAM","MAC"
"Kalatoli B.O","781136","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chamaria","Kamrup","ASSAM","MAC"
"Kaniha B.O","781380","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rangia Block","Kamrup","ASSAM","MAC"
"Khapenikuchi B.O","781102","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Kulhati S.O","781104","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Mandakata B.O","781121","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Bezera Block","Kamrup","ASSAM","MAC"
"Maniari Tiniali B.O","781125","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Jharobari Block","Kamrup","ASSAM","MAC"
"Nalapara B.O","781129","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Luki ( Boko Block)","Kamrup","ASSAM","MAC"
"Natun Jharobari B.O","781124","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Chhaygaonpantan","Kamrup","ASSAM","MAC"
"Palashbari S.O","781128","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Rani Block ( Palashbari Circle","Kamrup","ASSAM","MAC"
"Panikhaiti B.O","781026","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Rajapara B.O","781120","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Jharobariblock(chainibarduar)","Kamrup","ASSAM","MAC"
"Rowmari B.O","781104","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Samuka B.O","781129","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Luki ( Boko Block)","Kamrup","ASSAM","MAC"
"Sikarhati B.O","781125","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rani","Kamrup","ASSAM","MAC"
"Topabari B.O","781102","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Hajo Block","Kamrup","ASSAM","MAC"
"Uparhali B.O","781122","B.O","Delivery","Guwahati","Guwahati HQ","Assam","Rampur","Kamrup","ASSAM","MAC"
"Zoo Road S.O","781024","S.O","Delivery","Guwahati","Guwahati HQ","Assam","Gmc","Kamrup","ASSAM","MAC"
"Eros Bajra Road S.O","141007","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Iqbal Ganj S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Khwajke B.O","141007","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Lohora S.O","141016","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Moti Nagar S.O","141010","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"New Model Town S.O","141002","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"P.A.U. S.O","141004","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Rajguru Nagar S.O","141012","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Daba Road S.O","141014","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Jugiana S.O","141017","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Karyana Kalan B.O","141015","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"L.R Market S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Nurpurbet B.O","141008","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"A.P. Basti S.O","141003","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Aggar Nagar S.O","141012","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Boothgarh B.O","141007","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Dhandari Kalan S.O","141014","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Indl  Colony S.O","141003","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Sidhpeeth S.O","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Focal Point S.O","141010","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Madhopuri S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Mattewara B.O","141007","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Millerganj S.O","141003","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Partpsinghwala S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Passi Nagar S.O","141013","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Satsang Road S.O","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Central Post Office S.O","141008","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Jamalpur Awana S.O","141010","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Ludhiana H.O","141001","H.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Bharat Nagar Chowk","Ludhiana","PUNJAB","MAC"
"Model Town (Ludhiana) S.O","141002","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"New Hargobind Nagar S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"P&t Colony S.O (Ludhiana)","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Shimlapuri S.O","141003","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Basant Avenue S.O","141013","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Janta Nagar S.O","141003","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Labour Colony S.O (Ludhiana)","141003","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Lodhowal B.O","141008","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Ludhiana Kty S.O","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Mangat B.O","141007","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"New Courts S.O","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"B.R Street S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"CMC S.O (Ludhiana)","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Durgapuri S.O","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Gne College S.O","141006","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Guru Arjan Dev Nagar S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Netaji Nagar S.O (Ludhiana)","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Sarabha Nagar S.O","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Shivpuri S.O (Ludhiana)","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Baggakhurd B.O","141008","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Basti Jodhewal S.O","141007","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Bharat Nagar S.O (Ludhiana)","141001","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Bhattia B.O","141008","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Hawas B.O","141007","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Mundian Kalan S.O","141015","S.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Noorwala B.O","141007","B.O","Delivery","Ludhiana City","Chandigarh HQ","Punjab","NA","Ludhiana","PUNJAB","MAC"
"Samrala Road S.O","141008","S.O","Non-Delivery","Ludhiana City","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Abbowal B.O","141105","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Raikot","Ludhiana","PUNJAB","MAC"
"Ayali Kalan S.O","142027","S.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana (West)","Ludhiana","PUNJAB","MAC"
"Bahrampur B.O","141205","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Ballowal B.O","141202","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Bhaini Baringa B.O","141109","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Bhamipura B.O","142034","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Bhourla B.O","141412","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Binjal B.O","142032","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Burj Hakima B.O","141107","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Chakohi B.O","141414","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Dhatt B.O","141101","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Ghulal B.O","141114","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Ghungrali Rajputan B.O","141412","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Khanna","Ludhiana","PUNJAB","MAC"
"Goslan B.O","141417","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Khanna","Ludhiana","PUNJAB","MAC"
"Guram B.O","141206","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Harion Kalan B.O","141417","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Khanna","Ludhiana","PUNJAB","MAC"
"Heddon B.O","141114","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Heeran Hans B.O","141107","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana (East)","Ludhiana","PUNJAB","MAC"
"Issru S.O","141414","S.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Jarg S.O","141415","S.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Jassowal Kalan B.O","142023","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Jatana B.O","141421","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Junetpura B.O","142033","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Khandur B.O","141103","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Khanna","Ludhiana","PUNJAB","MAC"
"Kubba B.O","141418","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Machhiwara S.O","141115","S.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Samrala","Ludhiana","PUNJAB","MAC"
"Mandiani B.O","141101","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Mansuran B.O","142029","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Manuke S.O","142034","S.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
"Nai Mandi Khanna S.O","141401","S.O","Non-Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Khanna","Ludhiana","PUNJAB","MAC"
"Nangal Kalan B.O","141108","B.O","Delivery","Ludhiana Moffusil","Chandigarh HQ","Punjab","Ludhiana","Ludhiana","PUNJAB","MAC"
