"officename","pincode","officeType","Deliverystatus","divisionname","regionname","circlename","Taluk","Districtname","statename","STC"
"Vaje B.O","410206","B.O","Delivery","New Mumbai","Mumbai","Maharashtra","Panvel","Raigarh(MH)","MAHARASHTRA","STC"
"Vasheni B.O","410206","B.O","Delivery","New Mumbai","Mumbai","Maharashtra","Uran","Raigarh(MH)","MAHARASHTRA","STC"
"Wavandhal B.O","410206","B.O","Delivery","New Mumbai","Mumbai","Maharashtra","Khalapur","Raigarh(MH)","MAHARASHTRA","STC"
"G.K.V.K. S.O","560065","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"J.C.Nagar S.O","560006","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Vartur S.O","560087","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bellandur S.O","560103","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Doddagubbi B.O","560077","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kannamangala B.O","560067","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"C.V.Raman Nagar S.O","560093","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Dr. Shivarama Karanth Nagar S.O","560077","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"H.K.P. Road S.O","560051","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Jakkur B.O","560064","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kalkunte B.O","560067","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Hosakote","Bangalore Rural","KARNATAKA","STC"
"Krishnarajapuram S.O","560036","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Mundur B.O","560049","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Naduvathi B.O","560067","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Hosakote","Bangalore Rural","KARNATAKA","STC"
"R T Nagar H.O","560032","H.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"R.M.V. Extension II Stage S.O","560094","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Rajanakunte B.O","560064","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Sahakaranagar P.O S.O","560092","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"St. Thomas Town S.O","560084","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Vimanapura S.O","560017","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Yelahanka S.O","560064","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"A F Station Yelahanka S.O","560063","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Benson Town S.O","560046","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Bidrahalli B.O","560049","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Doddanekkundi B.O","560037","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"H.A. Farm S.O","560024","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Indiranagar S.O (Bangalore)","560038","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kacharakanahalli B.O","560084","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kadugodi S.O","560067","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Mahadevapura S.O","560048","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Muthusandra B.O","560087","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Sadashivanagar S.O","560080","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Thambuchetty palya B.O","560049","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Bangalore International Airport S.O","560300","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","NA","Bangalore","KARNATAKA","STC"
"Devanagundi B.O","560067","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Hoodi B.O","560048","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Marathahalli Colony S.O","560037","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Medimallasandra B.O","560067","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Nagawara B.O","560045","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Samethanahalli B.O","560067","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Hosakote","Bangalore Rural","KARNATAKA","STC"
"Sivan Chetty Gardens S.O","560042","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Arabic College S.O","560045","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Gunjur B.O","560087","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Immedihalli B.O","560066","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kalyananagar S.O","560043","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Museum Road S.O","560025","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Whitefield S.O","560066","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"H.A.L II Stage H.O","560008","H.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Horamavu B.O","560043","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Maruthi Sevanagar S.O","560033","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Singanayakanahalli B.O","560064","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Yemalur B.O","560037","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Agram S.O","560007","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Amruthahalli B.O","560092","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Byatarayanapura B.O","560092","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Domlur S.O","560071","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Doorvaninagar S.O","560016","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Fraser Town S.O","560005","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kodigehalli B.O","560092","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"New Thippasandra S.O","560075","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Panathur B.O","560103","B.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Virgonagar S.O","560049","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Viveknagar S.O (Bangalore)","560047","S.O","Delivery","Bangalore East","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bangalore G.P.O. ","560001","H.O","Delivery","Bangalore GPO","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"B Sk II Stage S.O","560070","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bannerghatta S.O","560083","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Basavanagudi H.O","560004","H.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Chamrajpet S.O (Bangalore)","560018","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Chudenapura B.O","560060","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Haragadde B.O","560105","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Anekal","Bangalore","KARNATAKA","STC"
"Jayanagar H.O","560041","H.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Subramanyapura S.O","560061","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Thalaghattapura S.O","560109","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Wilson Garden S.O","560027","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Banashankari III Stage S.O","560085","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bolare B.O","560082","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Dharmaram College S.O","560029","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"HSR Layout S.O","560102","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Kengeri S.O","560060","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Rajarajeshwarinagar S.O","560098","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Somanhalli B.O","560082","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Udaypura S.O","560082","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Doddakallasandra S.O","560062","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Electronics City S.O","560100","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Gaviopuram Extension S.O","560019","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Huskur B.O","560099","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"J P Nagar S.O","560078","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Jigani S.O","560105","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Anekal","Bangalore","KARNATAKA","STC"
"Koramangala S.O","560034","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Kumbalagodu S.O","560074","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Sulikere B.O","560060","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Taralu B.O","560082","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Banashankari S.O","560050","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bnagalore Viswavidalaya S.O","560056","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bommanahalli S.O (Bangalore)","560068","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Chickpet S.O","560053","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Kagalipura B.O","560082","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Kallubalu B.O","560105","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Anekal","Bangalore","KARNATAKA","STC"
"Muthanallur B.O","560099","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Ramohalli B.O","560074","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bilekahalli B.O","560076","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Chandapura S.O","560081","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore","Bangalore","KARNATAKA","STC"
"Governmemnt Electric Factory S.O","560026","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Hulimangala B.O","560105","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Anekal","Bangalore","KARNATAKA","STC"
"Jayangar III Block S.O","560011","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Kalkere B.O","560083","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Nayandahalli S.O","560039","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Rv Niketan S.O","560059","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Tataguni B.O","560062","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Adugodi S.O","560030","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Bannerghatta Road S.O","560076","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Hennagara B.O","560105","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Anekal","Bangalore","KARNATAKA","STC"
"Ragihalli B.O","560083","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Anekal","Bangalore","KARNATAKA","STC"
"Anjanapura S.O","560108","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore","Bangalore","KARNATAKA","STC"
"Koramangala VI Bk S.O","560095","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Ullalu Upanagar S.O","560110","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore","Bangalore","KARNATAKA","STC"
"Bommasandra Industrial Estate S.O","560099","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Carmelram S.O","560035","S.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Kumbalgodu Gollahalli B.O","560074","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore","KARNATAKA","STC"
"Sakalavara B.O","560083","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Thattekuppe B.O","560082","B.O","Delivery","Bangalore South","Bangalore HQ","Karnataka","Bangalore South","Bangalore Rural","KARNATAKA","STC"
"Byatha B.O","560089","B.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"Hampinagar S.O","560104","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Herohalli B.O","560091","B.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Malleswaram West S.O","560055","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Nagarbhavi S.O","560072","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Peenya Small Industries S.O","560058","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Vidyaranyapura S.O","560097","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Chikkabanavara S.O","560090","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"Hessarghatta S.O","560088","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"Nagasandra S.O (Bangalore)","560073","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Nandinilayout S.O","560096","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Peenya Dasarahalli S.O","560057","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Seshadripuram S.O","560020","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Viswaneedam S.O","560091","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kakolu B.O","560089","B.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"Magadi Road S.O","560023","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Vijayanagar S.O (Bangalore)","560040","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Basaveshwaranagar S.O","560079","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Hessarghatta Lake S.O","560089","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"Jalahalli West S.O","560015","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Kodigehalli B.O","560091","B.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"Mahalakshmipuram Layout S.O","560086","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Bangalore City S.O","560002","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Bapagrama B.O","560091","B.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Malleswaram S.O","560003","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Msrit S.O","560054","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Srirampuram S.O","560021","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
"Achitnagar S.O","560107","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore Rural","KARNATAKA","STC"
"K. G. Road S.O","560009","S.O","Delivery","Bangalore West","Bangalore HQ","Karnataka","Bangalore North","Bangalore","KARNATAKA","STC"
